brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
26314,for_sale,200000,3,2,0.13,967848,Westland,Michigan,48185,1354
107763,for_sale,229999,3,1,0.52,644900,Green Oak Township,Michigan,48178,1056
51859,for_sale,216000,3,2,0.14,154785,Redford,Michigan,48239,1608
39006,for_sale,53000,3,2,0.35,104487,Clayton,Michigan,49235,1090
42604,for_sale,174500,3,1,0.22,1831724,Coldwater,Michigan,49036,1372
81170,for_sale,135000,2,2,0.35,991436,Buchanan,Michigan,49107,1190
22611,for_sale,2150000,6,7,0.8,1360427,New Buffalo,Michigan,49117,5900
25049,for_sale,1250000,6,3,0.36,672419,Cassopolis,Michigan,49031,3033
10495,for_sale,1700000,3,3,0.14,1583094,Birmingham,Michigan,48009,2563
26314,for_sale,1615000,6,6,0.15,507873,Birmingham,Michigan,48009,3510
78514,for_sale,250000,3,2,0.17,591464,Clinton Township,Michigan,48038,1100
106847,for_sale,247000,4,2,0.19,1814560,Marysville,Michigan,48040,1702
30799,for_sale,559900,4,3,0.31,424795,Macomb Township,Michigan,48044,2930
78224,for_sale,365000,4,3,1.9,1265325,Macomb,Michigan,48042,2859
83181,for_sale,539900,4,3,0.3,1067555,New Baltimore,Michigan,48047,2700
10502,for_sale,360000,3,1,2.47,1623784,Bruce,Michigan,48065,1107
30807,for_sale,195000,3,2,0.14,867224,Madison Heights,Michigan,48071,1000
78514,for_sale,115000,3,1,0.15,718267,Eastpointe,Michigan,48021,1193
16765,for_sale,220000,4,2,0.22,183711,Livonia,Michigan,48150,1512
79577,for_sale,425000,4,3,0.19,1326849,Troy,Michigan,48085,2264
396,for_sale,71900,2,2,0.11,591720,Detroit,Michigan,48221,794
30807,for_sale,425000,3,3,0.25,1292110,Troy,Michigan,48085,2100
80833,for_sale,229500,3,1,0.17,688725,Saint Clair Shores,Michigan,48082,980
78950,for_sale,349900,3,3,0.14,1321186,Brighton Township,Michigan,48114,1603
7120,for_sale,139000,3,1,0.16,1209746,Ypsilanti,Michigan,48197,800
40692,for_sale,560030,4,4,0.73,261560,Saline,Michigan,48176,3450
30807,for_sale,849900,4,3,0.33,1210815,Shelby Township,Michigan,48316,3230
53564,for_sale,30000,2,1,0.12,1732102,Flint,Michigan,48507,720
10521,for_sale,64900,3,2,0.22,1215328,Saginaw,Michigan,48601,1512
104107,for_sale,64900,3,2,0.1,249692,Saginaw,Michigan,48602,1350
109946,for_sale,189900,3,2,0.3,629836,Midland,Michigan,48642,1476
15346,for_sale,92000,3,2,0.38,1368669,Maple Rapids,Michigan,48853,1600
79160,for_sale,110000,3,1,0.23,69861,Gladwin,Michigan,48624,1152
73595,for_sale,597000,2,1,10.63,138432,Perrinton,Michigan,48871,1040
6102,for_sale,96000,3,1,3.94,594250,Au Gres,Michigan,48703,1128
92382,for_sale,330000,4,3,1.28,267824,Williamston,Michigan,48895,3908
40985,for_sale,165000,2,2,4.86,1123108,Hale,Michigan,48739,1880
27942,for_sale,369900,3,2,2.39,644024,Ionia,Michigan,48846,1840
58536,for_sale,450000,3,3,3.5,1423546,Orleans,Michigan,48865,9780
46880,for_sale,369900,3,3,3.25,1536527,Lansing,Michigan,48906,1822
79180,for_sale,89900,4,2,0.59,959387,Lansing,Michigan,48906,2471
45918,for_sale,189900,3,2,0.36,409254,Jackson,Michigan,49203,1920
33189,for_sale,199900,3,1,0.7,712167,Portage,Michigan,49002,1825
35522,for_sale,215000,3,3,0.3,1203051,Allegan,Michigan,49010,1660
23099,for_sale,690000,5,4,0.66,750591,Allegan,Michigan,49010,3872
33189,for_sale,38000,3,1,0.11,1427825,Battle Creek,Michigan,49037,1148
3046,for_sale,879000,4,5,1.51,1686250,Kalamazoo,Michigan,49009,4050
52784,for_sale,85000,3,1,0.25,459555,Kalamazoo,Michigan,49048,816
30807,for_sale,179900,3,1,0.13,134999,Kalamazoo,Michigan,49007,1306
49409,for_sale,174900,3,1,0.5,1030085,Wayland,Michigan,49348,1481
45825,for_sale,659900,4,1,0.27,1039841,Manitou Beach,Michigan,49253,1766
20677,for_sale,299900,4,4,0.34,285840,Tecumseh,Michigan,49286,2106
69675,for_sale,99900,1,1,0.19,88195,Bitely,Michigan,49309,1400
23078,for_sale,379900,5,3,1.14,1527422,Newaygo,Michigan,49337,2000
102302,for_sale,167500,2,2,0.25,1148542,Fremont,Michigan,49412,1340
35514,for_sale,335000,4,2,0.03,1790738,Grand Rapids,Michigan,49534,2190
22891,for_sale,195000,3,2,4.98,1277981,White Cloud,Michigan,49349,1404
40344,for_sale,89900,9,4,0.54,1065129,Muskegon,Michigan,49444,3372
10763,for_sale,499000,5,3,0.24,958753,Grand Rapids,Michigan,49503,3387
923,for_sale,349900,4,2,0.61,1008913,Holland,Michigan,49423,1991
69675,for_sale,339000,1,1,18.68,1776179,Irons,Michigan,49644,828
78398,for_sale,149900,4,1,0.14,712800,Cadillac,Michigan,49601,1588
22895,for_sale,375000,3,2,2.5,1346631,Kingsley,Michigan,49649,1512
64979,for_sale,625000,4,2,51.89,241179,Kewadin,Michigan,49648,2400
78398,for_sale,74900,3,1,0.8,675997,Lake City,Michigan,49651,827
29665,for_sale,299000,4,3,12.94,102344,Manistee,Michigan,49660,2846
15941,for_sale,300000,3,1,1.06,1627737,Traverse City,Michigan,49684,924
82339,for_sale,349900,6,4,0.31,92184,East Jordan,Michigan,49727,2750
78866,for_sale,164900,6,2,0.11,1574103,Sault Sainte Marie,Michigan,49783,1914
11357,for_sale,120000,4,2,0.11,348101,Detroit,Michigan,48227,2000
22569,for_sale,379000,3,3,0.5,1379236,Sterling Heights,Michigan,48310,1833
110030,for_sale,109900,1,1,0.91,363219,Monroe,Michigan,48161,575
65541,for_sale,170000,3,2,0.14,246457,Taylor,Michigan,48180,864
15345,for_sale,159900,3,2,1.83,30593,Hillsdale,Michigan,49242,1352
39006,for_sale,50000,5,2,0.23,213582,Morenci,Michigan,49256,1668
64819,for_sale,289900,3,2,1,398545,Coldwater,Michigan,49036,2581
42604,for_sale,499900,3,3,0.29,586563,Quincy,Michigan,49082,2325
39006,for_sale,149900,4,2,0.27,991266,Adrian,Michigan,49221,1788
22611,for_sale,1699000,3,2,100,1786144,New Buffalo,Michigan,49117,1309
15345,for_sale,259900,4,2,0.38,1131198,Saint Joseph,Michigan,49085,1649
49797,for_sale,79900,3,1,1.22,751873,Cassopolis,Michigan,49031,1032
25775,for_sale,199000,3,3,1.5,785136,Cassopolis,Michigan,49031,1600
25049,for_sale,895000,2,2,0.36,1444521,Three Rivers,Michigan,49093,1056
57740,for_sale,229000,4,2,0.34,1576568,Center Line,Michigan,48015,1701
55202,for_sale,190000,4,2,0.19,1026853,Fraser,Michigan,48026,1250
80958,for_sale,490000,4,3,0.24,1283788,Macomb Township,Michigan,48044,2939
75950,for_sale,5000,4,4,0.12,1799710,Detroit,Michigan,48204,2752
67268,for_sale,85000,4,2,0.07,556607,Detroit,Michigan,48224,704
52648,for_sale,49900,6,2,0.07,1791988,Detroit,Michigan,48204,2400
94833,for_sale,429900,4,2,0.44,827966,Bloomfield Township,Michigan,48304,3927
84346,for_sale,189900,6,2,0.1,1338808,Detroit,Michigan,48204,2390
91986,for_sale,449900,6,3,0.16,50933,Grosse Pointe Park,Michigan,48230,2856
68948,for_sale,37950,2,1,0.08,374090,Detroit,Michigan,48238,680
22562,for_sale,89900,3,1,1,158580,Yale,Michigan,48097,1200
52809,for_sale,245000,3,2,0.13,1829323,Allen Park,Michigan,48101,1452
79564,for_sale,259900,4,2,0.69,1705222,Saline,Michigan,48176,1670
78954,for_sale,165000,3,2,1.12,43300,Argentine,Michigan,48451,1714
79571,for_sale,675900,4,3,0.27,305767,Shelby Township,Michigan,48315,3492
5592,for_sale,785000,4,4,8.09,1529606,Independence,Michigan,48348,3730
76463,for_sale,28000,3,1,0.1,775027,Flint,Michigan,48505,1187
19688,for_sale,191000,4,2,0.39,745256,Burton,Michigan,48519,1760
91409,for_sale,569900,4,4,10.05,1345332,Richfield Township,Michigan,48423,3236
51830,for_sale,500000,5,3,10.77,976625,Grand Blanc,Michigan,48507,4610
71502,for_sale,199900,3,2,6.12,1240471,North Branch,Michigan,48461,1200
78899,for_sale,119950,2,2,0.24,928131,Owosso,Michigan,48867,1280
79980,for_sale,74900,2,1,0.42,874840,Saginaw,Michigan,48602,1352
21863,for_sale,520900,2,2,0.18,1211856,Freeland,Michigan,48623,1548
35465,for_sale,77650,3,2,0.26,1060517,Saginaw,Michigan,48601,1568
82245,for_sale,332300,3,3,5.59,1231296,Thomas Township,Michigan,48623,2077
82352,for_sale,49900,2,1,0.15,567765,Saginaw,Michigan,48602,824
26668,for_sale,62500,3,1,0.64,1261460,Corunna,Michigan,48817,960
30807,for_sale,280000,3,2,1,1237149,China Township,Michigan,48054,1768
23073,for_sale,62000,3,1,0.2,663481,Alma,Michigan,48801,1300
79102,for_sale,239900,3,2,0.64,1379024,Alma,Michigan,48801,1289
82369,for_sale,370000,4,3,0.37,1225657,Oscoda,Michigan,48750,2867
73980,for_sale,159900,2,1,0.35,520310,Crystal,Michigan,48818,800
33736,for_sale,115000,2,1,0.2,162674,Lansing,Michigan,48915,825
35514,for_sale,249900,4,2,0.2,60156,Hastings,Michigan,49058,2079
109768,for_sale,90000,2,1,0.55,801533,Sears,Michigan,49679,1300
22009,for_sale,1850000,7,5,6.89,1412675,Ada,Michigan,49301,4516
10762,for_sale,104900,3,2,0.19,1645507,Battle Creek,Michigan,49014,1680
10527,for_sale,239900,3,3,10.07,887051,Paw Paw,Michigan,49079,1728
10762,for_sale,379900,3,3,0.25,140497,Schoolcraft,Michigan,49087,2516
10527,for_sale,449000,7,4,0.09,1219829,Kalamazoo,Michigan,49007,3747
35527,for_sale,169900,3,1,0.25,1361065,Kalamazoo,Michigan,49004,1152
22025,for_sale,179900,3,2,0.16,1426028,Niles,Michigan,49120,1256
35522,for_sale,170000,3,2,2.53,324980,Ravenna,Michigan,49451,1782
31035,for_sale,479900,4,3,0.26,301251,Nunica,Michigan,49448,2568
21095,for_sale,299900,3,2,1.31,1641861,Coopersville,Michigan,49404,1488
9906,for_sale,493000,5,4,0.35,938257,Holland,Michigan,49424,4350
31035,for_sale,559000,4,3,0.62,1107887,Norton Shores,Michigan,49441,3031
78766,for_sale,995000,3,2,0.3,181693,Grand Haven,Michigan,49417,1404
97644,for_sale,129900,3,2,0.14,796906,Muskegon Heights,Michigan,49444,1668
923,for_sale,374900,4,4,0.26,774575,Zeeland,Michigan,49464,2470
82346,for_sale,314900,3,1,0.34,1801560,Traverse City,Michigan,49685,1008
82346,for_sale,420000,8,4,0.94,780487,Traverse City,Michigan,49685,6720
78838,for_sale,349900,3,2,0.37,1477813,Alpena,Michigan,49707,2805
54370,for_sale,2990000,4,6,1.5,1402988,Boyne City,Michigan,49712,5773
30813,for_sale,780000,3,2,271,1928530,Rock River Township,Michigan,49891,2058
94202,for_sale,299900,2,1,106.67,1928584,Waucedah Township,Michigan,49892,1580
54156,for_sale,128000,4,3,0.28,850581,Gladstone,Michigan,49837,1992
106516,for_sale,254900,4,3,5.3,1993746,Stephenson,Michigan,49887,2400
55202,for_sale,85000,2,1,0.16,360180,Warren,Michigan,48089,900
87081,for_sale,109500,3,1,0.11,660239,Warren,Michigan,48091,960
59721,for_sale,11990,2,1,0.12,63491,Flint,Michigan,48507,584
37933,for_sale,74900,3,2,0.13,226155,Lansing,Michigan,48906,981
35506,for_sale,125000,3,1,0.16,703640,Lansing,Michigan,48910,960
80002,for_sale,369999,3,3,0.25,1712783,Westland,Michigan,48185,2030
78379,for_sale,349900,3,3,0.17,1390896,Belleville,Michigan,48111,1344
79571,for_sale,185000,3,1,0.12,306364,Southgate,Michigan,48195,1163
23074,for_sale,1190000,7,4,0.63,946940,Ann Arbor,Michigan,48104,2402
75746,for_sale,289900,4,3,0.16,1177103,Berlin Township,Michigan,48166,2016
54171,for_sale,249900,3,2,1.06,1683501,Milan,Michigan,48160,1722
15345,for_sale,540000,3,1,69.9,300523,Camden,Michigan,49232,1262
45782,for_sale,42500,2,1,0.1,136452,Adrian,Michigan,49221,1198
25049,for_sale,310000,4,2,3.79,1014274,Niles,Michigan,49120,2200
78499,for_sale,225000,3,2,1.5,1523102,Sturgis,Michigan,49091,1568
39791,for_sale,391900,3,3,2.05,1583879,Almont Township,Michigan,48003,1800
105351,for_sale,269900,3,3,0.15,126810,Royal Oak,Michigan,48067,1000
23075,for_sale,339000,3,2,0.18,639112,Royal Oak,Michigan,48067,1097
51830,for_sale,425000,3,3,0.16,1006020,Royal Oak,Michigan,48067,1522
79564,for_sale,269900,3,2,0.15,973477,Madison Heights,Michigan,48071,1504
106893,for_sale,290000,4,3,0.17,902462,Southfield,Michigan,48076,1772
82878,for_sale,425000,3,3,0.1,717879,Saint Clair Shores,Michigan,48081,1997
5156,for_sale,69000,3,1,0.07,327924,Detroit,Michigan,48212,866
33740,for_sale,69900,4,2,0.1,379620,Detroit,Michigan,48238,1839
53470,for_sale,175000,2,1,0.22,1083156,Troy,Michigan,48083,964
91986,for_sale,324900,2,2,0.26,1378338,Grosse Pointe Woods,Michigan,48236,1612
84534,for_sale,225000,3,1,0.15,882173,Ferndale,Michigan,48220,1129
67572,for_sale,309900,3,2,0.19,288392,Sterling Heights,Michigan,48312,1388
85131,for_sale,879000,4,5,1.24,80349,Hartland Township,Michigan,48114,2462
30807,for_sale,1499000,14,14,0.22,624817,Detroit,Michigan,48202,9492
80007,for_sale,65000,4,2,0.11,1260462,Ecorse,Michigan,48229,1656
6113,for_sale,36000,4,1,0.1,1244796,River Rouge,Michigan,48218,1001
40692,for_sale,487540,3,2,0.37,80236,Saline,Michigan,48176,1800
82335,for_sale,489900,5,3,0.46,996522,Ann Arbor,Michigan,48103,2370
65382,for_sale,514158,4,3,0.19,544130,Wixom,Michigan,48393,2619
79015,for_sale,169900,1,1,0.96,162863,Deerfield,Michigan,48451,605
79571,for_sale,671900,3,3,0.28,306620,Shelby Township,Michigan,48315,2500
19688,for_sale,79900,2,1,0.15,164366,Clio,Michigan,48420,862
79571,for_sale,1550000,5,7,10.3,1211179,Metamora,Michigan,48455,8100
107094,for_sale,399900,3,3,1.64,1626076,Imlay,Michigan,48444,1740
4801,for_sale,36000,3,1,0.88,1398143,Mount Morris Township,Michigan,48505,1032
101245,for_sale,129900,4,2,0.45,1613936,Lexington,Michigan,48450,1350
48842,for_sale,168000,7,4,1,1485606,Saginaw,Michigan,48601,2620
98241,for_sale,50000,2,2,0.09,1480579,Saginaw,Michigan,48602,1295
58275,for_sale,339000,4,3,1.03,1322118,Holly Vlg,Michigan,48442,2432
78516,for_sale,120000,3,1,0.2,1296085,Millington,Michigan,48746,1152
51904,for_sale,815000,3,3,0.45,232161,Fenton,Michigan,48430,2096
43724,for_sale,162000,2,2,0.55,458521,Lachine,Michigan,49753,2126
15346,for_sale,67500,3,2,0.19,593018,Maple Rapids,Michigan,48853,1456
68857,for_sale,180000,3,2,0.83,909677,Midland,Michigan,48642,1356
106747,for_sale,119900,4,2,0.22,1469238,Saint Louis,Michigan,48880,2009
67034,for_sale,85249,3,1,0.15,117545,Saint Louis,Michigan,48880,1362
79914,for_sale,134900,2,1,0.52,1441342,Lake,Michigan,48632,1344
6102,for_sale,224900,3,3,0.4,761285,West Branch,Michigan,48661,1500
94206,for_sale,165000,2,1,40,889476,Barton City,Michigan,48705,1248
79179,for_sale,164900,6,4,0.14,244273,Lansing,Michigan,48910,2752
53265,for_sale,145000,3,2,0.16,968257,Lansing,Michigan,48911,1810
106861,for_sale,80000,2,2,1.14,1528541,Sunfield,Michigan,48890,910
35522,for_sale,234900,3,3,0.25,1025350,Middleville,Michigan,49333,1473
104864,for_sale,325000,5,4,0.25,180914,Portland,Michigan,48875,2963
19344,for_sale,170000,9,4,0.18,1210213,Mount Pleasant,Michigan,48858,2859
80257,for_sale,160000,3,1,2,40321,Remus,Michigan,49340,1344
67193,for_sale,389684,3,2,0.64,156877,Grass Lake,Michigan,49240,1611
15496,for_sale,40000,1,1,0.12,514297,Barryton,Michigan,49305,480
81847,for_sale,80000,2,2,0.17,1483837,Mecosta,Michigan,49332,1088
64653,for_sale,169900,9,2,1.35,1730433,Norvell,Michigan,49230,3882
35516,for_sale,1699900,4,4,0.16,1602854,Rockford,Michigan,49341,3954
78921,for_sale,100000,2,1,0.12,1192100,Kalamazoo,Michigan,49001,1104
64654,for_sale,259990,5,4,3.25,1239329,Kalamazoo,Michigan,49009,1696
20677,for_sale,300000,4,3,0.29,779291,Portage,Michigan,49024,2982
71939,for_sale,147900,3,2,0.32,175216,East Leroy,Michigan,49051,1268
49409,for_sale,889000,5,4,3.58,1639424,South Haven,Michigan,49090,4624
15345,for_sale,220000,4,1,0.34,45481,Plainwell,Michigan,49080,1856
6689,for_sale,450000,4,3,2.94,1113526,Holland,Michigan,49423,2596
4918,for_sale,169500,2,1,0.29,1364947,Watervliet,Michigan,49098,774
109130,for_sale,300000,4,3,0.64,1251574,Adrian,Michigan,49221,2432
68630,for_sale,289900,3,2,4.88,1695043,Ravenna,Michigan,49451,1188
52708,for_sale,269900,3,1,0.31,373561,Grand Haven,Michigan,49417,1120
82346,for_sale,389000,2,2,9.57,97321,Kingsley,Michigan,49649,1274
22895,for_sale,879900,4,3,1.53,1815014,Traverse City,Michigan,49686,2969
56372,for_sale,3895000,5,5,2.27,129537,Williamsburg,Michigan,49690,6461
81965,for_sale,72000,3,1,0.1,552260,Detroit,Michigan,48235,832
81326,for_sale,190000,3,2,0.13,417933,Roseville,Michigan,48066,1216
52705,for_sale,57900,3,1,0.11,290396,Saginaw,Michigan,48602,1200
4120,for_sale,389900,4,3,0.33,1614171,Grand Blanc,Michigan,48439,2278
66169,for_sale,314900,2,2,0.16,311530,Saint Johns,Michigan,48879,1400
34053,for_sale,79900,2,1,1,1442801,Mount Pleasant,Michigan,48858,938
35524,for_sale,149900,3,2,5.61,1001201,Allegan,Michigan,49010,1532
78412,for_sale,248000,5,2,0.14,1713201,Ypsilanti,Michigan,48197,2224
45919,for_sale,60000,3,1,0.21,1471417,Morenci,Michigan,49256,1584
19415,for_sale,159900,3,2,1.27,1820462,Homer,Michigan,49245,2176
22025,for_sale,164900,4,2,0.28,1493944,Niles,Michigan,49120,2088
18848,for_sale,629900,3,2,0.39,1586060,Coldwater,Michigan,49036,2451
10498,for_sale,389000,2,2,0.17,1651961,Clay,Michigan,48001,1350
90883,for_sale,449000,3,1,30.5,319867,Allenton,Michigan,48002,1335
30807,for_sale,355000,3,2,0.18,644628,Clinton Township,Michigan,48038,1701
90392,for_sale,105000,6,2,0.16,1793704,Mount Clemens,Michigan,48043,2937
23079,for_sale,399900,4,2,0.39,1255211,Fort Gratiot,Michigan,48059,2530
21390,for_sale,242900,3,1,0.15,1339814,Royal Oak,Michigan,48067,1125
66565,for_sale,77999,3,1,0.14,105246,Detroit,Michigan,48224,1018
82256,for_sale,595000,4,4,0.41,1575610,Grosse Pointe Park,Michigan,48230,2159
93893,for_sale,279900,3,2,0.21,1058348,Livonia,Michigan,48150,1113
81326,for_sale,164000,3,2,0.14,1736053,Detroit,Michigan,48213,1697
66979,for_sale,420000,3,3,0.51,1119003,Troy,Michigan,48084,2223
51859,for_sale,342000,3,4,0.11,1086495,Grosse Pointe Farms,Michigan,48236,1706
8360,for_sale,259000,3,2,0.13,848360,Grosse Pointe,Michigan,48230,1300
5156,for_sale,255000,5,3,0.07,644908,Hamtramck,Michigan,48212,2475
82878,for_sale,320000,4,3,0.28,1130726,Sterling Heights,Michigan,48313,1976
16106,for_sale,279000,3,2,0.15,998512,Livonia,Michigan,48150,1236
82335,for_sale,850000,5,4,1.2,1372610,Superior Township,Michigan,48198,3150
84906,for_sale,500000,3,2,28.65,1083502,Ann Arbor,Michigan,48103,1408
45698,for_sale,425000,3,3,0.15,293434,Ann Arbor,Michigan,48103,2091
84909,for_sale,345000,3,3,0.15,1687583,Dexter,Michigan,48130,1812
100819,for_sale,548500,4,3,0.31,1226990,Fenton,Michigan,48430,2114
54173,for_sale,209900,3,2,0.16,234331,Southgate,Michigan,48195,1372
23084,for_sale,375000,4,3,0.51,1592938,Rochester Hills,Michigan,48309,1896
18885,for_sale,485150,4,3,0.32,1007718,Rochester Hills,Michigan,48307,2438
98258,for_sale,289900,5,3,3.4,1611792,Davison,Michigan,48423,1500
83764,for_sale,209900,3,1,0.32,1597543,Shelby Township,Michigan,48317,950
79180,for_sale,199900,3,1,3.6,1469899,Perry,Michigan,48872,1500
71502,for_sale,119000,2,3,0.18,1295896,Cass City,Michigan,48726,1200
52681,for_sale,640000,3,3,0.29,1191421,Linden,Michigan,48451,1860
14492,for_sale,59900,5,2,0.11,66945,Ovid,Michigan,48866,1776
55378,for_sale,189900,3,2,0.26,912715,Gladwin,Michigan,48624,1248
79221,for_sale,105000,2,1,0.13,29492,Bay City,Michigan,48708,1020
15985,for_sale,149000,2,1,0.23,1178147,Lake,Michigan,48632,943
10074,for_sale,49500,2,1,10.33,1187644,South Branch,Michigan,48761,720
106861,for_sale,270000,3,3,0.23,1436441,Lansing,Michigan,48911,1984
94713,for_sale,238000,3,1,0.2,1027242,Caledonia,Michigan,49316,1488
34770,for_sale,333000,4,3,0.84,615868,Howard City,Michigan,49329,2448
19344,for_sale,59999,3,2,0.14,520904,Barryton,Michigan,49305,1188
15345,for_sale,1690000,5,5,0.46,1766616,Portage,Michigan,49002,4943
20677,for_sale,279900,2,2,1,980168,Battle Creek,Michigan,49015,1491
15345,for_sale,599000,4,4,0.49,1498194,Saugatuck,Michigan,49453,3135
10762,for_sale,225000,3,1,5.67,516533,Marshall,Michigan,49068,1668
37761,for_sale,349900,11,6,0.4,937093,Lawton,Michigan,49065,5551
81543,for_sale,879900,7,5,10.25,1222017,Zeeland,Michigan,49464,3211
81499,for_sale,329000,3,1,0.77,180892,Horton,Michigan,49246,1920
109130,for_sale,90000,2,2,0.03,1585621,Adrian,Michigan,49221,1119
69675,for_sale,79900,2,1,2.28,1321114,Baldwin,Michigan,49304,600
807,for_sale,559900,4,4,0.93,1664072,Belmont,Michigan,49306,3337
91814,for_sale,204500,3,1,0.41,675950,Morley,Michigan,49336,800
22885,for_sale,107000,2,1,0.2,1791350,Evart,Michigan,49631,900
23099,for_sale,369000,3,2,2.05,1726635,Allendale,Michigan,49401,1720
52709,for_sale,400000,5,3,0.86,983864,Wyoming,Michigan,49418,2482
81542,for_sale,599900,4,4,0.42,1678601,Hudsonville,Michigan,49426,2310
40337,for_sale,325000,3,2,0.55,90240,Grand Rapids,Michigan,49505,2388
81826,for_sale,179900,4,2,0.09,140688,Grand Rapids,Michigan,49507,1438
922,for_sale,500000,2,2,0.88,570920,Grand Haven,Michigan,49417,1058
68630,for_sale,1200000,4,2,134,557961,Muskegon,Michigan,49445,1804
91368,for_sale,89900,4,2,0.3,106167,Scottville,Michigan,49454,3215
103445,for_sale,574900,5,4,10,1814949,Alden,Michigan,49612,4772
807,for_sale,103900,2,2,11.6,1573619,Luther,Michigan,49656,936
