brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
16275,for_sale,309900,3,2,0.35,81845,Mecosta,Michigan,49332,1600
81499,for_sale,134900,3,1,1.1,655274,Jackson,Michigan,49201,1300
93796,for_sale,120000,3,1,0.35,1035572,Jackson,Michigan,49201,1520
14830,for_sale,169900,5,1,0.13,936760,Michigan Center,Michigan,49254,1891
81879,for_sale,236500,3,1,1.5,494710,Gowen,Michigan,49326,1716
10762,for_sale,489900,4,4,0.77,1425134,Kalamazoo,Michigan,49009,2982
33666,for_sale,199900,3,3,0.21,1609795,Battle Creek,Michigan,49017,2362
923,for_sale,265000,2,1,2,1048379,Dorr,Michigan,49323,932
20677,for_sale,2699000,5,7,31.91,63705,Mattawan,Michigan,49071,11512
49409,for_sale,299900,3,2,0.51,1008178,Kalamazoo,Michigan,49009,1200
107184,for_sale,649097,3,3,0.5,1087893,Kalamazoo,Michigan,49009,2322
10529,for_sale,299900,5,2,0.5,430487,Schoolcraft,Michigan,49087,3450
59721,for_sale,569000,4,3,0.25,684241,Franklin,Michigan,49287,2160
44400,for_sale,225000,3,2,0.2,505187,Cedar Springs,Michigan,49319,1518
72961,for_sale,224900,3,2,0.64,1533491,Newaygo,Michigan,49337,1501
54307,for_sale,274900,3,3,1.11,1353295,Fremont,Michigan,49412,1640
81542,for_sale,274900,4,2,0.46,1061155,Grand Rapids,Michigan,49508,1678
35522,for_sale,150000,5,2,0.14,610690,Grand Rapids,Michigan,49507,1332
23106,for_sale,250000,7,3,0.31,928916,Hart,Michigan,49420,3800
12536,for_sale,279900,3,3,0.21,541012,Grand Haven,Michigan,49417,1485
78552,for_sale,525000,5,4,0.55,149798,Grand Haven,Michigan,49417,3366
92605,for_sale,850000,6,4,0.22,1510264,Traverse City,Michigan,49685,3810
22895,for_sale,1300000,3,3,0.4,474606,Traverse City,Michigan,49686,2390
60990,for_sale,2450000,10,6,0.4,1694299,Mackinac Island,Michigan,49757,7434
103448,for_sale,159900,3,2,10,1266323,Inwood Township,Michigan,49817,1684
40614,for_sale,144900,2,2,0.6,1386038,Manistique,Michigan,49854,1638
54156,for_sale,159000,2,2,0.26,485695,Escanaba,Michigan,49829,1288
79373,for_sale,83600,3,1,0.11,591460,Detroit,Michigan,48221,972
60241,for_sale,15000,3,1,0.08,1349891,Detroit,Michigan,48213,864
14830,for_sale,135000,3,1,0.56,912620,Jackson,Michigan,49203,1300
110030,for_sale,169900,3,2,0.16,213123,Monroe,Michigan,48162,1558
45168,for_sale,199900,4,2,0.12,1035867,Dearborn,Michigan,48124,1372
110086,for_sale,119900,2,1,0.1,305080,Southgate,Michigan,48195,660
78754,for_sale,65000,3,2,0.13,1788774,Detroit,Michigan,48228,1234
78812,for_sale,115000,4,2,0.38,1150893,Weston,Michigan,49289,1968
35109,for_sale,429900,5,3,0.62,1636102,Coldwater,Michigan,49036,3500
967,for_sale,484900,4,4,0.54,1411397,Saint Joseph,Michigan,49085,2800
92020,for_sale,99900,3,1,0.22,1135404,New Troy,Michigan,49119,1948
64819,for_sale,139900,4,1,0.3,430664,Bronson,Michigan,49028,1272
10664,for_sale,499900,2,3,0.25,1819947,Birmingham,Michigan,48009,1868
47760,for_sale,118000,4,2,0.1,1774098,Mount Clemens,Michigan,48043,1455
51873,for_sale,314900,3,1,0.26,1108596,Harrison Township,Michigan,48045,1128
9910,for_sale,8300,3,1,0.07,1425746,Detroit,Michigan,48208,1448
53564,for_sale,37000,4,1,0.14,324279,Detroit,Michigan,48205,2114
23082,for_sale,190000,5,2,0.08,1397651,Hamtramck,Michigan,48212,1800
52976,for_sale,800000,8,5,0.16,1156599,Detroit,Michigan,48207,3670
91986,for_sale,725000,4,4,0.13,391763,Ferndale,Michigan,48220,2700
30778,for_sale,319900,3,1,0.17,1263869,Royal Oak,Michigan,48073,1040
81458,for_sale,359900,4,4,0.21,866815,Brighton Township,Michigan,48114,2429
78950,for_sale,489900,3,3,0.3,1244435,Brighton Township,Michigan,48114,1900
52809,for_sale,130000,4,2,0.15,1735512,Detroit,Michigan,48210,1950
52809,for_sale,449700,3,3,0.07,1488486,Dearborn,Michigan,48126,3402
52528,for_sale,249900,3,2,2,225283,Clinton,Michigan,49236,1287
52528,for_sale,550000,4,3,0.98,1659439,Ann Arbor,Michigan,48103,2631
30807,for_sale,675000,4,4,0.74,1434946,Dexter Township,Michigan,48130,3050
84911,for_sale,1150000,4,5,4,40614,Dexter,Michigan,48130,3343
51904,for_sale,349900,2,1,9,691689,Howell,Michigan,48855,1680
83858,for_sale,2000000,4,5,0.41,467793,Rochester Hills,Michigan,48309,4800
89943,for_sale,429900,3,3,0.36,1857884,White Lake,Michigan,48386,1915
51873,for_sale,534900,4,3,1.26,523784,Brandon,Michigan,48462,2824
108611,for_sale,85000,4,1,0.2,816703,Deckerville,Michigan,48427,1000
15303,for_sale,350000,3,1,20,884375,Deckerville,Michigan,48427,1200
83931,for_sale,109900,5,2,0.36,1482784,Caseville,Michigan,48725,2056
53727,for_sale,119900,5,2,0.2,1264219,Cass City,Michigan,48726,2330
82352,for_sale,54900,3,1,0.17,1398623,Saginaw,Michigan,48601,950
79565,for_sale,389900,3,3,0.19,1460578,Fenton,Michigan,48430,1613
71502,for_sale,134900,4,2,1,1189181,Cass City,Michigan,48726,2167
22342,for_sale,839900,5,5,0.4,263169,DeWitt,Michigan,48820,5545
19344,for_sale,127500,3,2,3.3,1791116,Farwell,Michigan,48622,1056
22894,for_sale,195000,3,2,0.98,58048,Houghton Lake,Michigan,48629,1680
30816,for_sale,89900,3,2,0.57,975210,Houghton Lake,Michigan,48629,1560
30517,for_sale,279900,3,3,1.12,373651,Mason,Michigan,48854,2576
88083,for_sale,69900,3,1,0.15,1041710,National City,Michigan,48748,1088
33739,for_sale,140000,4,1,16,1277390,Belding,Michigan,48809,2087
22342,for_sale,299900,3,3,0.25,844859,Lansing,Michigan,48911,2991
106747,for_sale,124999,3,2,0.14,339462,Lansing,Michigan,48906,1450
22343,for_sale,259900,3,3,0.36,1316163,Lansing,Michigan,48915,3164
54171,for_sale,365000,3,3,5.84,381096,Brooklyn,Michigan,49230,1999
46880,for_sale,260900,3,2,0.33,1187846,Brooklyn,Michigan,49230,1272
32529,for_sale,459000,5,3,7.81,246820,Cedar Springs,Michigan,49319,3244
10762,for_sale,110000,2,2,0.08,821485,Battle Creek,Michigan,49017,876
35517,for_sale,142900,2,1,0.14,1429613,Portage,Michigan,49024,914
81600,for_sale,125000,2,1,0.51,1068035,Battle Creek,Michigan,49014,1134
10521,for_sale,250000,8,5,0.9,248559,Allegan,Michigan,49010,2692
10521,for_sale,322500,2,2,1.81,1377034,Grand Junction,Michigan,49056,1720
49409,for_sale,1325000,7,7,0.16,624935,South Haven,Michigan,49090,3567
34098,for_sale,179900,4,1,0.2,1066168,Hamilton,Michigan,49419,1364
33189,for_sale,265000,2,2,0.25,1606281,Kalamazoo,Michigan,49009,1188
30807,for_sale,475575,2,2,0.12,1382260,Kalamazoo,Michigan,49009,1786
53374,for_sale,449000,4,3,4.15,1404869,Holland,Michigan,49423,2326
15470,for_sale,230000,5,3,0.2,1414021,Portage,Michigan,49024,2320
17,for_sale,750000,5,4,6.06,1243950,Kalamazoo,Michigan,49004,4442
53961,for_sale,349900,3,2,0.53,926222,Kalamazoo,Michigan,49008,2531
2631,for_sale,65000,2,1,0.2,219514,Albion,Michigan,49224,1178
54171,for_sale,210000,3,2,2.47,1307046,Adrian,Michigan,49221,1944
52708,for_sale,389900,4,3,0.69,181946,Sparta,Michigan,49345,2236
30680,for_sale,229000,6,4,2.79,1594873,Fountain,Michigan,49410,900
22888,for_sale,7000,1,1,9,971754,Fremont,Michigan,49412,4000
35521,for_sale,297800,3,2,0.28,1196901,Grand Rapids,Michigan,49508,2065
81900,for_sale,299900,2,2,0.05,372990,Muskegon,Michigan,49445,1398
68630,for_sale,249900,4,2,0.18,728329,Muskegon,Michigan,49441,1950
40353,for_sale,119500,2,1,1.31,1102789,Ludington,Michigan,49431,1600
47860,for_sale,112900,3,1,1.25,1398202,Irons,Michigan,49644,1200
54171,for_sale,1300000,6,4,41.41,1586023,Traverse City,Michigan,49696,3464
22895,for_sale,199000,4,2,3,1486435,Frankfort,Michigan,49635,1500
78891,for_sale,475000,5,3,0.84,189603,Grayling,Michigan,49738,3947
16733,for_sale,595000,4,2,0.72,374046,Cedarville,Michigan,49719,1348
94202,for_sale,307000,2,3,7.26,1536722,Gladstone,Michigan,49837,1650
28656,for_sale,179900,4,2,0.34,1587584,Ontonagon,Michigan,49953,2430
52784,for_sale,105000,2,1,0.15,280887,Battle Creek,Michigan,49037,735
30807,for_sale,84900,4,2,0.36,640541,Detroit,Michigan,48219,2912
79598,for_sale,299900,3,3,0.3,1007778,Rockwood,Michigan,48173,1890
84906,for_sale,315000,3,3,0.01,61896,Ann Arbor,Michigan,48105,1468
79574,for_sale,352500,4,3,0.25,947199,Huron Township,Michigan,48164,2126
103596,for_sale,349900,5,4,0.17,55894,Detroit,Michigan,48223,2674
51830,for_sale,700000,4,4,0.7,1339550,Novi,Michigan,48374,3086
47412,for_sale,215000,3,2,0.69,1562079,Niles,Michigan,49120,1500
78499,for_sale,159900,3,2,0.06,1575937,Sturgis,Michigan,49091,1728
58445,for_sale,80000,2,1,0.12,966875,Berrien Springs,Michigan,49103,1146
10529,for_sale,179900,3,2,1.27,1214348,Three Rivers,Michigan,49093,1244
35514,for_sale,99900,2,2,0.33,1007019,Bronson,Michigan,49028,1007
16227,for_sale,230000,3,2,0.14,292292,Birmingham,Michigan,48009,1316
6409,for_sale,560000,3,3,0.86,1573594,Bruce Township,Michigan,48065,1640
574,for_sale,230000,2,1,2.5,1519963,Kimball Township,Michigan,48074,1263
53133,for_sale,349900,3,2,0.44,1191656,Sterling Heights,Michigan,48314,1744
76270,for_sale,71250,3,1,0.12,912084,Detroit,Michigan,48238,1919
53520,for_sale,179500,3,2,0.14,478007,Detroit,Michigan,48221,1693
62653,for_sale,375000,3,3,0.11,617814,Keego Harbor,Michigan,48320,1943
51873,for_sale,89000,3,2,0.1,424171,Lincoln Park,Michigan,48146,1456
57533,for_sale,485000,4,4,0.21,996829,Dexter,Michigan,48130,2183
67572,for_sale,629900,2,2,0.33,653353,Independence,Michigan,48348,2205
18885,for_sale,579900,4,3,1.52,487009,Milford,Michigan,48381,2873
101245,for_sale,144900,4,2,0.32,1446758,Croswell,Michigan,48422,2000
79943,for_sale,23500,2,2,0.15,1471527,Flint,Michigan,48505,1068
15303,for_sale,189900,3,2,2.2,1241565,Attica,Michigan,48412,1200
71502,for_sale,129900,3,1,0.23,404610,Caro,Michigan,48723,1244
53016,for_sale,125000,8,1,2.46,865718,Rich Township,Michigan,48760,3000
43448,for_sale,105000,2,2,0.39,1769770,Owosso,Michigan,48867,1250
22564,for_sale,154900,3,1,0.27,1369072,Flint,Michigan,48532,1000
7506,for_sale,99900,3,2,0.18,1687324,Midland,Michigan,48640,1876
43724,for_sale,1950000,9,7,808,1434574,Hillman,Michigan,49746,4000
8653,for_sale,49900,8,1,2.25,295022,Lachine,Michigan,49753,3000
48657,for_sale,44000,3,2,0.61,1767822,Wisner Township,Michigan,48733,1473
9268,for_sale,109900,2,1,0.11,205896,Essexville,Michigan,48732,1152
79474,for_sale,179900,3,2,1.1,1224199,Lake,Michigan,48632,1740
106747,for_sale,419900,3,3,4.03,1823868,Haslett,Michigan,48840,3142
95482,for_sale,325000,4,3,0.2,1603256,Oscoda,Michigan,48750,1344
23078,for_sale,225000,2,2,2.4,863719,Lowell,Michigan,49331,1168
9906,for_sale,185000,4,2,0.19,1799960,Hastings,Michigan,49058,1501
52708,for_sale,80000,3,1,0.83,261907,Fenwick,Michigan,48834,1200
35514,for_sale,325000,4,3,0.85,169308,Greenville,Michigan,48838,2622
79415,for_sale,175000,2,1,0.25,1781973,Portland,Michigan,48875,1306
73620,for_sale,114900,3,1,0.31,650476,Mount Pleasant,Michigan,48858,1353
45825,for_sale,209000,3,2,3.96,1636402,Jackson,Michigan,49201,1856
17,for_sale,365000,3,1,0.23,318371,Battle Creek,Michigan,49017,1594
17,for_sale,120000,2,1,0.18,58534,Battle Creek,Michigan,49015,828
15345,for_sale,140000,3,2,0.17,1259797,Battle Creek,Michigan,49037,1918
10762,for_sale,349900,3,3,5.87,641732,Grand Junction,Michigan,49056,1074
30807,for_sale,289000,3,2,6.03,1608612,South Haven,Michigan,49090,1176
59549,for_sale,250000,4,2,4.2,1633726,Richland,Michigan,49083,3000
967,for_sale,385000,3,2,28.65,1705412,Watervliet,Michigan,49098,2360
79041,for_sale,329000,3,2,1.65,1292562,Hillsdale,Michigan,49242,1860
42853,for_sale,128000,3,2,0.62,1803760,Adrian,Michigan,49221,1440
63446,for_sale,499900,3,2,6.67,225729,Ravenna,Michigan,49451,1665
33739,for_sale,285000,3,2,1.64,1896626,Morley,Michigan,49336,1400
88951,for_sale,374900,3,2,0.27,1878947,Comstock Park,Michigan,49321,2239
75005,for_sale,239900,3,1,0.2,1719057,Grand Rapids,Michigan,49544,2149
11528,for_sale,775000,6,4,2.29,1128607,Grandville,Michigan,49418,3320
54145,for_sale,175000,2,1,0.19,1393240,Wyoming,Michigan,49548,936
52708,for_sale,300000,3,2,0.25,1707625,Kentwood,Michigan,49508,1810
923,for_sale,175000,3,1,0.4,241955,Jenison,Michigan,49428,960
65366,for_sale,5900000,4,6,0.59,835324,East Grand Rapids,Michigan,49506,6901
34098,for_sale,499900,3,3,0.31,1616115,Hudsonville,Michigan,49426,1600
24422,for_sale,230000,3,2,0.02,1123499,Wyoming,Michigan,49519,1272
46328,for_sale,305000,4,1,0.24,1416096,Hudsonville,Michigan,49426,1928
49902,for_sale,419900,4,4,0.36,221310,Norton Shores,Michigan,49444,2736
52709,for_sale,1500000,5,4,1.07,1341055,Whitehall,Michigan,49461,5676
40351,for_sale,795000,4,4,2.32,1376910,Ludington,Michigan,49431,4450
81152,for_sale,325000,3,2,0.54,1425122,Beulah,Michigan,49617,1756
33048,for_sale,165000,2,1,0.62,1209549,Brethren,Michigan,49619,1100
22895,for_sale,398000,7,4,0.19,681545,Traverse City,Michigan,49684,3222
22898,for_sale,7995000,5,9,3.26,924409,Traverse City,Michigan,49685,11702
52884,for_sale,359900,3,1,0.7,983775,Lake Leelanau,Michigan,49653,1125
85284,for_sale,3800000,4,4,0.32,1549686,Traverse City,Michigan,49686,5013
16736,for_sale,79900,3,1,1.75,1659993,Frederic,Michigan,49733,1106
16733,for_sale,125000,2,1,0.54,911075,Cedarville,Michigan,49719,850
16741,for_sale,1300000,5,4,1.57,906507,Moran,Michigan,49760,5000
54156,for_sale,64500,2,1,0.16,638929,Escanaba,Michigan,49829,1018
90399,for_sale,465000,5,3,5.3,132156,Sands Township,Michigan,49855,3211
91679,for_sale,3499000,36,11,2.25,987925,Laurium Vlg,Michigan,49913,35380
81034,for_sale,929900,4,3,0.43,653227,Marquette,Michigan,49855,5830
100191,for_sale,659900,4,3,0.42,1685386,Byron Center,Michigan,49315,2414
79013,for_sale,285000,5,4,0.06,949970,Ypsilanti,Michigan,48197,2680
75202,for_sale,164900,3,2,0.23,315783,Southgate,Michigan,48195,1065
15372,for_sale,144900,3,1,0.12,1626918,Taylor,Michigan,48180,1260
22290,for_sale,449900,4,3,5,1830033,Maybee,Michigan,48159,2170
59889,for_sale,144999,3,1,0.1,422257,Redford,Michigan,48239,1094
52911,for_sale,44900,2,1,0.14,844662,Inkster,Michigan,48141,825
110030,for_sale,169900,4,1,0.98,1816258,Ottawa Lake,Michigan,49267,1330
15345,for_sale,120000,3,1,1,1419108,Reading,Michigan,49274,1747
25049,for_sale,82500,1,1,0.13,1694502,Niles,Michigan,49120,672
22611,for_sale,368900,2,1,0.2,958674,New Buffalo,Michigan,49117,1090
22025,for_sale,90000,2,2,3.96,1027791,Berrien Center,Michigan,49102,1239
63327,for_sale,190000,5,2,0.35,1752868,Berrien Springs,Michigan,49103,2296
99045,for_sale,250000,1,1,0.17,1578290,White Pigeon,Michigan,49099,820
83179,for_sale,285000,3,2,2.07,949400,Richmond,Michigan,48062,1344
60241,for_sale,700000,4,4,0.46,1564684,Pleasant Ridge,Michigan,48069,2959
79574,for_sale,7500,12,4,0.14,779730,Detroit,Michigan,48238,5040
83181,for_sale,114900,3,1,0.2,316449,Warren,Michigan,48089,979
52976,for_sale,169900,3,2,0.4,772994,Warren,Michigan,48091,1500
34652,for_sale,185000,3,2,0.26,1523938,Detroit,Michigan,48215,2822
33738,for_sale,140000,2,1,0.2,691896,Farmington Hills,Michigan,48336,1080
10498,for_sale,275000,3,2,0.46,651677,Clinton Township,Michigan,48036,1860
48154,for_sale,299000,2,1,0.14,533071,Ann Arbor,Michigan,48105,888
53271,for_sale,219000,3,1,0.18,1377894,Brighton Township,Michigan,48116,1131
53470,for_sale,135000,3,1,0.14,153154,Lincoln Park,Michigan,48146,868
65382,for_sale,482900,4,3,0.18,533583,Wixom,Michigan,48393,2239
18801,for_sale,400000,3,1,0.15,211075,Ann Arbor,Michigan,48103,1344
58292,for_sale,419000,3,2,0.11,528463,Ann Arbor,Michigan,48103,925
81496,for_sale,444999,3,3,0.27,376750,Shelby,Michigan,48315,2405
65382,for_sale,580811,3,3,0.23,910623,Rochester Hills,Michigan,48307,2292
53470,for_sale,100000,3,1,0.18,992221,Highland,Michigan,48356,1168
13285,for_sale,695000,4,3,4.27,530397,Highland,Michigan,48357,2675
44100,for_sale,239900,4,2,0.25,776516,Orion,Michigan,48359,1350
64602,for_sale,279900,3,2,0.3,1572274,Lake Orion,Michigan,48362,1450
99475,for_sale,424900,3,3,0.67,886844,Oxford Township,Michigan,48371,2324
59514,for_sale,98900,2,1,0.21,1096470,Flint,Michigan,48506,902
79943,for_sale,329000,4,4,0.65,1038672,Flint,Michigan,48503,3099
82348,for_sale,259900,3,2,20,1046179,Deford,Michigan,48729,1769
65062,for_sale,139900,3,2,1.68,1648369,Deckerville,Michigan,48427,1312
79948,for_sale,250000,3,3,0.16,786841,Fenton,Michigan,48430,1158
7503,for_sale,69900,4,2,0.14,1765064,Saginaw,Michigan,48602,1412
16144,for_sale,44900,3,2,0.17,575871,Saginaw,Michigan,48602,1343
96334,for_sale,175000,4,2,0.19,1456167,Owosso,Michigan,48867,2349
44231,for_sale,140000,4,2,0.2,339095,Owosso,Michigan,48867,1850
65529,for_sale,234900,3,3,20,1209384,Beaverton,Michigan,48612,2400
7507,for_sale,495000,4,4,2.81,1085693,Midland,Michigan,48640,3458
10521,for_sale,599900,4,4,0.48,81448,Freeland,Michigan,48623,3037
7503,for_sale,79900,4,1,0.13,1782812,Bay City,Michigan,48708,1086
10521,for_sale,499900,4,3,0.27,46008,Freeland,Michigan,48623,2200
78895,for_sale,259900,3,2,10,193527,Roscommon,Michigan,48653,1364
25548,for_sale,79900,3,1,0.23,1383717,Harrison,Michigan,48625,778
82359,for_sale,199900,3,3,0.55,1210492,Lincoln,Michigan,48742,1900
82361,for_sale,139000,2,1,0.33,680102,Tawas City,Michigan,48763,960
52708,for_sale,699900,5,3,2.07,1432237,Grand Rapids,Michigan,49512,3500
40344,for_sale,710000,5,3,1.1,1658433,Caledonia,Michigan,49316,4500
52708,for_sale,699900,5,5,0.29,972809,Grand Rapids,Michigan,49546,3980
31037,for_sale,729900,5,4,0.63,225834,Lowell,Michigan,49331,3750
53265,for_sale,349900,3,3,1.17,1919940,Portland,Michigan,48875,1734
82876,for_sale,165000,3,1,0.5,703756,Jackson,Michigan,49203,1340
52709,for_sale,699900,4,3,0.69,1100829,Ada,Michigan,49301,3687
86775,for_sale,265000,3,2,0.2,771090,Rockford,Michigan,49341,1432
24011,for_sale,138000,2,1,0.14,1654774,Portage,Michigan,49002,675
49409,for_sale,62000,1,1,0.3,407506,Kalamazoo,Michigan,49001,712
10762,for_sale,219900,3,2,0.45,713436,Battle Creek,Michigan,49015,1925
15470,for_sale,195000,3,2,0.79,638503,Battle Creek,Michigan,49017,1882
80007,for_sale,329900,5,3,10,5742,Gobles,Michigan,49055,1316
35522,for_sale,194900,3,1,1.54,457773,South Haven,Michigan,49090,1412
39987,for_sale,350000,2,1,0.52,805838,Bloomingdale,Michigan,49026,1208
73039,for_sale,3490000,6,7,0.8,1132064,Covert,Michigan,49043,9390
45825,for_sale,184900,4,4,0.29,1368424,Adrian,Michigan,49221,3731
74871,for_sale,199900,3,1,0.16,563370,Sparta,Michigan,49345,1400
807,for_sale,750000,3,3,45,1392901,Fennville,Michigan,49408,1231
10764,for_sale,160000,3,1,0.13,1622313,Grand Rapids,Michigan,49503,1182
44884,for_sale,164900,3,1,0.11,489932,Wyoming,Michigan,49509,991
35514,for_sale,239000,3,2,0.41,809725,Wyoming,Michigan,49519,1882
75219,for_sale,419900,4,3,0.16,659101,East Grand Rapids,Michigan,49506,2128
23099,for_sale,675000,13,8,0.5,87603,Holland,Michigan,49423,21780
23103,for_sale,679000,5,3,1.4,823334,Muskegon,Michigan,49445,2917
35524,for_sale,349900,4,3,0.49,347318,Holland,Michigan,49424,2387
34098,for_sale,474900,3,2,0.32,900053,Holland,Michigan,49424,1606
82374,for_sale,179900,3,2,4.91,820646,Buckley,Michigan,49620,1536
52884,for_sale,279900,3,3,2,258122,Honor,Michigan,49640,1600
22898,for_sale,699900,5,5,0.29,51728,Traverse City,Michigan,49686,2800
56371,for_sale,2430000,4,4,1.04,217966,Northport,Michigan,49670,3567
78502,for_sale,635000,3,3,5.94,1114420,Vanderbilt,Michigan,49795,2225
16733,for_sale,139000,3,2,0.61,931164,Drummond Island,Michigan,49726,1800
94391,for_sale,215000,2,2,5.27,571076,Breitung Township,Michigan,49802,1250
81034,for_sale,165000,2,2,0.5,571555,Marquette,Michigan,49855,1804
81034,for_sale,319900,3,2,0.11,218337,Marquette,Michigan,49855,1522
22346,for_sale,118000,3,1,0.16,1265982,Holt,Michigan,48842,1051
35506,for_sale,148500,3,2,0.22,334234,Newaygo,Michigan,49337,1600
922,for_sale,74900,3,1,0.11,133155,Muskegon,Michigan,49442,1067
10815,for_sale,369900,3,3,0.37,1508334,La Salle,Michigan,48145,1833
33738,for_sale,299900,3,2,0.2,1224554,Canton,Michigan,48188,1273
45782,for_sale,79500,4,2,0.17,1595368,Monroe,Michigan,48161,2060
32872,for_sale,210000,3,2,2.02,1562099,Petersburg,Michigan,49270,1558
22290,for_sale,739000,4,4,0.73,628128,Monroe,Michigan,48162,4026
84907,for_sale,694000,5,4,2.97,1806828,Milan,Michigan,48160,2680
27898,for_sale,43900,3,1,0.09,591644,Detroit,Michigan,48223,691
79373,for_sale,89900,2,1,0.12,1460770,Taylor,Michigan,48180,652
23074,for_sale,269900,2,2,0.03,851737,Ann Arbor,Michigan,48105,1182
23074,for_sale,399000,5,4,0.26,1253442,Ypsilanti,Michigan,48197,2188
93296,for_sale,420000,2,3,20,23675,Montgomery,Michigan,49255,3060
16637,for_sale,75000,4,2,0.25,1220404,Pittsford,Michigan,49271,1424
51830,for_sale,99900,2,1,0.63,1731173,Fairfield Township,Michigan,49248,1092
958,for_sale,2250000,3,3,0.26,1465152,New Buffalo,Michigan,49117,2418
64646,for_sale,285000,3,2,0.46,1118761,Saint Joseph,Michigan,49085,1632
83207,for_sale,240000,4,2,0.67,1134533,Saint Joseph,Michigan,49085,1276
15345,for_sale,299900,3,3,0.21,1266667,Bridgman,Michigan,49106,1588
958,for_sale,499900,7,4,1.24,211428,Bridgman,Michigan,49106,4571
95472,for_sale,138900,3,2,0.62,987467,Benton Harbor,Michigan,49022,1367
25049,for_sale,430000,4,4,7.65,1529688,Edwardsburg,Michigan,49112,3150
19062,for_sale,175000,3,1,0.21,1800738,Algonac,Michigan,48001,1008
82349,for_sale,310000,3,2,0.23,463937,Clinton Township,Michigan,48038,1562
30779,for_sale,509900,4,3,0.24,790210,Macomb Township,Michigan,48042,2450
82344,for_sale,999900,5,7,2.07,1630344,Bruce,Michigan,48065,5813
55203,for_sale,575000,3,3,0.25,876678,Port Huron,Michigan,48060,2856
83181,for_sale,145000,3,2,0.1,858755,Roseville,Michigan,48066,1218
23075,for_sale,84449,2,2,0.09,631481,Detroit,Michigan,48234,902
60241,for_sale,1050000,3,4,0.87,1587606,Bloomfield Hills,Michigan,48304,3333
83182,for_sale,26900,3,1,0.06,414213,Detroit,Michigan,48238,940
78224,for_sale,189900,4,2,0.29,679868,Clinton Township,Michigan,48036,1634
15565,for_sale,90000,2,2,0.11,734105,River Rouge,Michigan,48218,1296
938,for_sale,299999,3,2,0.07,980265,Detroit,Michigan,48207,3054
45825,for_sale,349900,4,3,0.61,152122,Tecumseh,Michigan,49286,2960
6071,for_sale,239900,3,3,0.61,1577525,Tecumseh,Michigan,49286,1550
80004,for_sale,162900,2,1,0.13,1804450,Redford,Michigan,48239,1058
59889,for_sale,124900,5,2,0.12,1620170,Pontiac,Michigan,48342,1885
4120,for_sale,649900,4,3,0.57,185115,Springfield Township,Michigan,48350,3070
52976,for_sale,675000,4,3,1.24,580770,Highland,Michigan,48380,3095
84302,for_sale,200000,6,3,0.77,245337,Clio,Michigan,48420,3080
82362,for_sale,99000,3,2,0.28,1652269,Caseville,Michigan,48755,1440
19688,for_sale,54000,3,2,0.16,1483912,Mount Morris,Michigan,48458,975
51421,for_sale,169999,3,1,0.39,949682,Coleman,Michigan,48618,1636
30748,for_sale,130000,3,1,0.31,1558379,Mount Pleasant,Michigan,48858,1640
42411,for_sale,109900,3,1,1.08,748067,Harrison,Michigan,48625,1296
79160,for_sale,115000,4,2,1.02,56422,Gladwin,Michigan,48624,1280
16193,for_sale,70000,2,1,1.38,350074,Twining,Michigan,48766,980
79179,for_sale,259900,3,2,0.27,1413468,East Lansing,Michigan,48823,1906
22342,for_sale,435435,4,3,0.26,672026,East Lansing,Michigan,48823,1930
43296,for_sale,449000,2,2,5.14,1225753,Greenbush,Michigan,48738,1638
33736,for_sale,180000,3,3,0.19,182368,Charlotte,Michigan,48813,1582
33739,for_sale,115000,3,2,0.36,52693,Crystal,Michigan,48818,1450
83410,for_sale,669000,5,4,1.4,1266188,Ada,Michigan,49301,3824
22259,for_sale,179900,3,2,0.15,999646,Portland,Michigan,48875,1731
35523,for_sale,325000,3,1,0.21,1824204,Mecosta,Michigan,49332,851
30807,for_sale,399999,3,1,31.8,840465,Leoni Township,Michigan,49201,1106
46880,for_sale,284900,4,3,0.34,1179874,Brooklyn,Michigan,49230,1600
64795,for_sale,319000,4,1,9.98,324499,Cedar Springs,Michigan,49319,1850
33189,for_sale,210000,3,2,0.9,1376517,Kalamazoo,Michigan,49004,1470
49410,for_sale,150000,4,2,0.18,1758134,Bangor,Michigan,49013,2782
33736,for_sale,190000,5,2,0.23,987542,Marshall,Michigan,49068,1788
52708,for_sale,375000,3,3,1.13,818660,Dorr,Michigan,49323,1638
30253,for_sale,150000,3,2,1.1,674460,Kalamazoo,Michigan,49004,1344
64192,for_sale,179000,3,2,2.49,162845,Jonesville,Michigan,49250,1700
81444,for_sale,260000,3,2,2.33,351753,Manitou Beach,Michigan,49253,1344
81444,for_sale,849900,3,2,0.22,1742760,Manitou Beach,Michigan,49253,2098
85477,for_sale,138800,3,2,1.99,724234,Hersey,Michigan,49639,1568
807,for_sale,259900,4,1,1.07,780605,Kent City,Michigan,49330,2013
86271,for_sale,78000,1,1,0.16,994982,Reed City,Michigan,49677,660
81783,for_sale,135000,2,1,0.24,1038168,Wyoming,Michigan,49548,1343
54145,for_sale,179000,3,2,0.19,158015,Grand Rapids,Michigan,49507,1162
39990,for_sale,364900,4,4,0.12,1729613,Grand Rapids,Michigan,49507,3028
78398,for_sale,125900,4,1,0.17,230621,Cadillac,Michigan,49601,1404
29665,for_sale,60000,3,2,0.19,1472026,Manistee,Michigan,49660,1800
